,indexs,date,user,item,review_rating,review_text,review_length,has_references,Unnamed: 8,prediction,answers
10,273260,2001-04-11,darkneox119,Road Trip (2000),,Road Trip would never have seen the light of day if it wasn't for American Pie. The movie inspired a dozen imitations and this is one o them. Not to mention it has the talentless Tom Green stinking the movie up but a cast of trendy college cliches. I've learned from movies like this that anyone could get laid just by being in College. A guy cheats on his girlfriend and accidentally sends the video of it to her. Him and his friends go off to her college to retrieve it. A few funny moments with the black college and the diner but over all the jokes get old quick and the banter isnt that good. It's good to see Stifler from American Pie play the same role over and over. Must take great talent.**,135,0,,0,"No reference.  The review primarily describes the movie's plot, characters, and humor. It references ""American Pie"" as a source of inspiration for the movie, which is an external reference and not a reference to IMDb reviews or ratings."
11,2461020,2013-05-16,dragokin,Grizzly Man (2005),2.0,"Werner Herzog has a reputation of a genius, but i'm not sure what was he aiming at in this movie. It doesn't take much time to figure out that Timothy Treadwell was an unstable personality. There was even a personal crisis mentioned, after which he found a purpose in life in living among bears. Nevertheless, i felt a heartache when watching him talking to them or explaining to the schoolchildren how meek they actually are.We may also assume that he simply had a different outlook on life. But even then you must grow up in Disneyland in order to believe that grizzly bears are man's friends. They are omnivores and prey on large mammals, when available, which the main character will discover later in the movie and pay with his life.Overall this movie is rather an MTV Jackass episode with a death wish than a serious documentary.",147,0,,0,"No reference.  The review focuses on the movie's content, the director's work, and the main character's personality. It doesn't mention or allude to other reviews, ratings, or the IMDb platform itself. It also doesn't reference the reviewer's other reviews."
12,4985071,2020-05-29,shameijer,White Lines (2020),8.0,"At 50+ I didn't expect much of this, due to low ratings. But I found White Lines a nice surprise, better than some other, overhyped Netflix series. Dancing and sex is just a small part of this murder mystery. Maybe the story isn't that great, but the characters are interesting and mostly believable. Add just the right amount of pace and humor, plus the beautiful scenes of Ibiza (compliments to overall cinematography), and this becomes an enjoyable series to watch.",80,1,,0,"No reference.  The review focuses on describing the user's experience and opinion of the series, comparing it to other Netflix series, and praising certain aspects of the show (cinematography, characters, etc.). It doesn't mention or refer to any reviews or ratings on IMDb or any other platform."
13,3563846,2018-04-08,ttr-638-902727,A Quiet Place (2018),10.0,One of the best horror and SciFi movies I have seen,11,0,,0,No reference.  The review solely describes the user's experience with the movie and doesn't mention or allude to other reviews or ratings on IMDb.
14,717196,2004-01-20,Sluffo,Kill or Cure (1962),9.0,Typical silly comedy vehicle for Terry-Thomas/Sykes/Jeffries to show their comedic talents. Even though I last saw it 30+ years ago I still remember it had me in stitches. A shame it is no longer available for viewing either on TV or on VHS/DVD as it was a good example of British comedy in the late 50's early 60's period.,59,0,,0,"No reference.  The review describes the movie and the reviewer's experience with it. It doesn't mention other reviews, ratings, or the IMDb platform itself. It references VHS/DVD, which are external sources."
15,5497094,2020-12-22,youngkaren-25330,A Teacher (2020– ),10.0,Claire wilson played by kate mara uses sex to manipulate her young student Eric walker played by nick robinson,19,0,,0,"No reference.  Explanation: The review describes the plot and character actions without any mention of other reviews, ratings, or the IMDb platform itself. It doesn't refer to other opinions or the review system."
16,1013290,2005-08-14,infinityToHeaven,Mangal Pandey: The Rising (2005),,"Decent Movie., but wondering what went into 4 years of it's making. 1)There is no epic proportion drama 2)The character is not real, the village, the look & the love triangle all cooked up (bollywood eh?) 3)There are no war sequences 4)No story which could encompass the period of history 5)Too many songs, yet again (will our directors ever understand?) 6)Too much emphasis on ""kartoos"" pig & cow ... 7)poor dialogues, uninspirational at times when war is about to begin 8)Bad cinematography 9)Music for the first time by ar rahman is uninspirational. 10) After 18 reels, I don't think anyone in the theatre felt patriotic enough to fel bad about or feel proud about. Mangal Pandey - who? In short its just an instance of kartoos & its attached melodrama coupled with songs & mangal pandey fighting for it. The rising almost looks like a short story/chapter from a history book than an epic. One would expect more from Amir & a 4 yr production work (not to mention 1 yr post production). Songs were unnecessary & the dialogues were uninspirational too. (imagine mangal pandey shouting all to 'raise' for a war by saying ""chalo chalo"" )But yeah, Amir did an honest job & so did Toby but then history should have more drama & war & bloody gore to show an impact as powerful as it should have been. At the end of the movie I did not feel a thing for Mangal Pandey or India, perhaps this is why I couldn't appreciate the movie so well. Talking of two recent movies - Bhagath Singh & Swades at least questioned my patriotism. That, I think is a great success!",280,0,,1,"Reference to other reviews. The review mentions and compares the movie to ""Bhagat Singh & Swades"", implicitly referencing how other people might have reacted to those movies and comparing the current movie's impact to theirs."
17,2536802,2013-10-03,jonathanandrewthompson,After the Waterfall (2010),6.0,"Don't be put off by some of the 'Shortland Street Grade' acting by a few of the cast, the film on a whole is quite moving and thought provoking. The young girl that was cast who goes missing was adorable, which makes her disappearance all the more distressing for the audience. The three major incidents: the disappearance (the waterfall), the affair, and the dementia add up to give the lead male a Job like experience to overcome. The movie avoids some of the grief clichés like the table clearing and house destroying outbursts and the wife never verbally blames the husband for the disappearance. This leaves room for the audience to try and interpret the subtleties of the leading husband and wife's actions and comments, who both give wonderful performances.",130,0,,0,"No reference.  The review focuses solely on describing the movie's plot, acting, and emotional impact. There are no mentions of other reviews, ratings, or the IMDb platform itself."
18,2974281,2015-11-18,mila61,Mr. Holmes (2015),8.0,"All reunited, suspense, sensitivity, humor, sadness, loneliness, desperation, honesty, love, forgiveness and I could keep going on, what a magnificent piece of work, I enjoyed every minute, this is it, Cinema with all it's Magic, you were driven immediately towards the character of Holmes, he's sparkling eyes, Ian McKellen is just great! and not to mention little Roger and his Mother, the affection growing between Holmes and Roger, although they were trying to hide it, wow, superb, the countryside chosen beautifully, the suspense when he traveled to Japan meeting with Umezaki, trying to remember and finishing he's last piece, Roger helping him,the very sad part was when Mr. Holmes find's out about the suicide of the woman he was trying to help and in an strange and sensitive way they became connected, and no to forget when he wrote the letter to Umezaki, that was so sensitive and with such elegance and the end, a Happy-End, showing forgiveness and generosity, BRAVO!",161,0,,0,"No reference.  The review focuses solely on describing the reviewer's experience and appreciation of the movie. There are no mentions or references to other reviews, ratings, or the IMDb platform itself."
19,3498806,2018-01-28,nando1301-1,Holiday (I) (2018),10.0,"This film is not for the prudish or weak-hearted: it contains the most graphic rape scene in Western cinema, and tells the story of a young girl who becomes involved with a Danish gangster while on vacation at the Turkish Riviera.The acting is superb, but the film is brutal in its honest depiction of violence (physical and psychological). There is not a lot of blood and gore, but the few violent scenes are so realistically filmed, that it has more impact than all the be-headings and slashing in Lord of the Rings.People complain about the lack of recognition received by female directors... Well, here is an example of a high-quality film made by a woman director with a female main character. Yet, it is so frank that it is disturbing. Definitely a work that will elicit many discussions about power games played among men and women.",146,0,,1,"Reference to other reviews. The review mentions ""People complain about the lack of recognition received,"" which implies a reference to discussions or opinions found on the platform (IMDb)."
20,833779,2004-09-28,cinecarl,Heartland (1979),,"Director Richard Pearce has a knack for finding small tightly- crafted stories and keeping them confined to their natural surroundings and letting smart casting choices take over the work and create something magical. He's done it with ""Country"" and ""Family Thing"" and maybe never better than with ""Heartland."" Of course, Rip Torn is a fine actor and well-suited to the role of a farmer, but the amazing turn by Farrell in the lead is not any easy part. She is quite remarkable in this film, and it's maddening why she wasn't utilized more by other directors. (She shows up often in stereotypical parts, like the secretary in ""Erin Brokovich"") A shame this commanding actress isn't recognized more for this fantastic performance.",121,0,,0,"No reference.  The review focuses on the movie's direction, acting, and the actress's performance. It references another movie (""Erin Brokovich"") but doesn't mention or allude to any reviews or ratings on IMDb or any other review platform."
21,800058,2004-07-16,livewire-6,King Arthur (2004),,"I was really looking forward to seeing ""King Arthur"". I knew it would be different from the usual treatments of the legend, since it takes place in the fifth century, whereas the Camelot we have come to know and love is rooted in the fifteen century, ""when knighthood was in flower"". I figured ""King Arthur"" would be fresh, interesting and exciting. And it was ... almost.The director and screenwriter hedged their bets a little. Although the main character's real name is Lucius Artorius Castus (played by Clive Owen), he is referred to as Arthur. Guinevere and Lancelot are along for the ride, of course. Gawain and Galahad, too. Even the Round Table is thrown in for good measure. The problem is, only Arthur seems to have any real personality, any conflict or angst. Everybody else just gets swept up and along in his drama.And it's not even a personal, intimate drama. Gone is the tense love triangle between Arthur, Guinevere and Lancelot. What we get in its place is drama of a far more cerebral kind -- more philosophical than emotional. What motivates Arthur and his ""knights""? Longing for a home they have not seen for 15 years ... loyalty to an empire that no longer exists ... and, of all things, belief in the teachings of a heretic (Pelagius). The Rome Arthur fights is not that of the Caesars, but of the Church.I might have been more interested if the film had delved more deeply into the Pelagian heresy, but it only scratches the surface. As a result, I must confess I dozed off several times and missed several (perhaps crucial) scenes. On the whole, I felt I had wasted my time and money.I came hoping for ""one brief shining moment"". But I came away from ""King Arthur"" thinking, ""Let it be forgot.""",304,0,,0,"No reference.  The review solely describes the reviewer's experience watching the movie and their thoughts on the plot, characters, and themes. There are no mentions of other reviews, ratings, or the IMDb platform itself. References are made to the movie's plot and historical context, but not to other reviews."
22,4466420,2019-10-16,factus,In the Tall Grass (2019),1.0,"You're gonna hate your lawn after this. Dump copious amounts of fertilizer to burn your grass, just so you don't have to face grass...again.A cow would hate this movie so much it would turn carnivore.A lifetime supply of grass, free of charge.This movie never ends.Don't do it.",47,0,,0,"No reference.  The review solely describes the reviewer's experience and offers a humorous take on the movie's impact. It doesn't mention or refer to other reviews, ratings, or the IMDb platform itself."
23,885104,2005-01-15,Victorinho,Alexander (2004),8.0,"I'd seen ""Alexander"" today, opened IMDb wed, and I'm atonished seeng that the second biggest group of votes here are giving a ""1"" note to this film. I like the Stone's films, it's not a master piece, but I like it. But in a cinema world where you can see so many bad bad movies, Z movies, so many films only for teenagers, and many other disasters, you NEVER NEVER NEVER can say that ""Alexander"" is a film for a ""1"" vote. NEVER. If this film, with a lot of aspects done carefully, better or not, but carefully, you say needs a vote ""1"", what we would do with all the horrible films you can see everyday on a lot of world TV's? It's a problem of sort ideas. When the 15% say ""1"" for this kind of film, you only can think it's because not cinema, only because thinking and ideas out of cinema's world. And this it's a cinema web. Then you can say if ""Alexander"" it's a 5 medium note, or 8, or 9, or 4... well, everyone is free for opinion, but in a cinema world with so poor movies, so many poor movies, you NEVER can say ""1"" if it's not because politic, and the river, the opinion river directed by some interested media. I's a good film. Not too much great, not to see again and again, but is still higher than teenagers comedies, and a lot of fast-cinema-food of today.",247,1,,1,"Reference to other reviews.  The review explicitly mentions and reacts to ratings (""second biggest group of votes here are giving a ""1"" note"") and discusses the reasoning behind other people's opinions on IMDb. It's a direct response to what is seen on the platform."
24,1055680,2005-10-24,Leonore,Ash Wednesday (2002),3.0,"What do you get when you combine inane dialogue, a lackluster plot, half-developed characters, and a terrible musical score? Ash Wednesday. The film had potential to be at least mediocre, but it just didn't work. The film was based around a weak, predictable plot that was filled with glaring plot-holes, and the characters and relationships were too underdeveloped to even make the film a character-driven story. Characters wander in and out of the plot without ever gathering much sympathy or hatred from audiences, and eventually it becomes difficult to care what happens to any of them. Even their dialogue is pitiful: swearing is fine in movies, but this film goes beyond overkill with its ridiculous amount of profanity, even to the point where it becomes distracting. Rather than encouraging viewers to listen for meaning in the characters' words, this film's dialogue quickly becomes a game of seeing just how many variations of the ""F word"" can be jammed into a single sentence. Just in case the film itself isn't horrible enough, the musical score is also horrendous. It has some sort of bizarre attempt at a musical motive, but it is annoyingly repetitive and changes little from scene to scene. When the film finally limps into its unsatisfying conclusion, those few who managed to sit all the way through it will be wishing that they hadn't wasted 98 minutes of their lives suffering through this film.",236,0,,0,"No reference.  The review solely describes the user's experience and critique of the movie. There are no mentions of other reviews, ratings, or the IMDb platform itself."
25,3167583,2016-10-23,emailstodana-82401,Bull (2016– ),10.0,"An original series that (at this point and time) is highly underrated. Weatherly proves his excellent acting ability (once again) and makes this show tick. The casting is very good. The show is different than any other, finally a breath of fresh air. Intelligent, well thought out and excellent writing. The show is a drama, not a comedy-drama, which might disappoint some viewers who tune into to see the playful Tony DiNozzo character Weatherly played for so many years on NCIS. A far cry from NCIS, as excellent as that show is, you will not see DiNozzo in this show. Weatherly plays a mega-intelligent psychiatrist who puts together juries to win. Gathering information on each juror from many sources, including social media, to make sure the jury ""fits"" his client to win their case. Weatherly has the ability to pull off the character with ease. An excellent show, I highly recommend.",151,0,,0,"No reference.  The review solely describes the reviewer's experience and opinion of the show, comparing it to NCIS and mentioning social media. There are no mentions of other IMDb reviews, ratings, or the platform itself."
26,3626830,2018-06-07,ethanbyrd,The Final Master (2015),5.0,This is an incredibly underrated and unheard-of film. The Kung fu scenes are amazing as is the philosophy behind the fighting which is never really shown in movies. Go watch it to gain insight into the art of Kung fu. (Underrated Chinese move).,43,0,,0,"No reference.  The review focuses solely on describing the movie's qualities and encouraging viewers to watch it. There are no mentions of other reviews, ratings, or the IMDb platform itself. It does not refer to any other sources than the movie itself."
27,255991,2001-02-17,johnhutchinson2001,Phaedra (1962),,"I would also love to see this movie again. I enjoyed it immensely in 1963 and several times more during the Sixties. The BBC showed a copy in 1970 and the last sighting was in 1980 at the National Film Theatre in London, during a Jules Dassin season. The performances of Melina, Tony Perkins and Raf Vallone are incredible and there is the wonderful music of Theodorakis  thankfully still available. Phaedra, where are you?",75,0,,0,"No reference.  The review describes the user's experience, references a BBC showing and mentions other media (films). It doesn't refer to any reviews or ratings on IMDb or other review platforms."
28,3664677,2018-07-13,tarletons15,Hataraku Maou-sama! (2013– ),8.0,"The Devil is a Part-Timer review.Good fun comedy show with a little bit of story, pretty good show that you can just chill and watch.Worth a watch, and hoping for an eventual second season
7.5/10",35,0,,0,No reference The review describes the show and gives a rating. It doesn't mention or refer to other reviews or ratings on IMDb.
29,2547355,2013-10-22,Agamemnon7,"Naked City: Burst of Passion (1959) Season 1, Episode 17",9.0,"This is less a review than it is a correction of reprtr's review. Halloran's neighborhood is not in Queens. He lives on the north side of Stuyvesant Street, where it intersects with E.10th Street, in the East Village. The opening corner shootout shows the shooter crossing from 10th to Stuyvesant just west of 2nd Avenue, and then turning the corner to 2nd as he continues his rampage. One of the shots in the second scene is a bit confusing as to location, as you can see Ratner's across the street and Ratner's was, I believe, located further downtown, but the famous Second Avenue Deli was in that location for years and it's possible it once was known as Ratner's. St. Mark's church figures prominently in these scenes as well.This opening sequence gives pause to those who like to think of the 1950s as a less violent time than our own.Although none of the businesses shown on this episode are still there, the buildings mercifully haven't changed very much at all. I loved looking at my recent neighborhood as it appeared in 1959! (POSSIBLE SPOILER) It is, as are most, an excellent episode of the series in its half-hour format. The final confrontation between Halloran and Eisart on a near-deserted wintry Coney Island backdrop is haunting both dramatically and visually.",219,0,,1,"Reference to other reviews.  The review explicitly mentions and corrects ""reprtr's review,"" indicating a direct reference to another review on the platform."
30,704062,2003-12-25,angel_with_guts,Helen of Troy (2003),10.0,"I love the way the actors portray the characters. It shows very good acting skills on the actors' parts.The series produces a tale filled with emotions of love,hate,and betrayal.It captures the ways of the Spartans and how they are ruthless in their methods of war.It also let's us in on how the Trojans are being tricked by the Spartans.We see the instant bond of love between Helen and Paris. Rate:****",70,0,,0,"No reference.  The review focuses solely on describing the reviewer's experience and opinions about the movie/series content. There are no mentions of other reviews, ratings, or the IMDb platform itself. The ""Rate:****"" is just a rating and doesn't indicate a reference."
31,827419,2004-09-13,entropicflan,Vanity Fair (2004),,"The vanity on display in this film is chiefly that of the director, Ms. Mira Nair, who gave us the wildly overpraised piece of pap, Monsoon Wedding. Nair either does not understand the book on which the film was based or has no respect for the author, Thackeray. A 750 page book is condensed into a 137 minutes film, and thus a major plot point occurs about every two minutes. Reese Witherspoon's Becky Sharp is a woefully unrealized character, portraying about as much depth as one would encounter in a high school play. In trying to make Sharp sympathetic, the entire point of the book is lost ( the self-serving vanity of all characters from all walks of life, including Becky Sharp). The attempts by Nair to re-interpret Thackeray from a postcolonial viewpoint are laughably half-baked, including a poorly executed pseudo Bollywood dance sequence which occurs nearly two hours into the film and has no relation to anything else that comes before. An Indian historian I talked to found Nair's view of India quite orientalist, as the director exoticizes the culture she's supposed to be championing.On the positive side there are many fine character actors on display, who for the most part are not given anything interesting to do. And the costumes are very nice.Memo to casting directors: Please do not cast Jonathan Rhys-Meyers in future films. He is incapable of anything other than one-note, pouty performances consisting of smarmy smugness.",241,0,,0,"No reference. The review focuses on the film's content, direction, and acting, and includes an external reference to an Indian historian. It doesn't mention or allude to other reviews or ratings on IMDb."
32,1367821,2007-01-05,george.schmidt,Abbott & Costello (1967– ),10.0,"The first time I saw these I was in middle-school (like 6th grade if I remember) being run (for me anyway) the first time (since they were prod. 20 years before I saw them in the late '60s and I was thrilled to see them and have been obsessed as to why they are no longer shown nor even on video (DVD or VHS!) Hanna-Barbara had a plethora of cartoon series and this is an unheralded gem that s/b released or at the very least re-surfacing on The Cartoon Network. A fine legacy of Abbott & Costello for kids & kids of all ages to get a taste of the great comic team. Although Lou's death nearly a decade earlier, Stu Irwin captures his spirit and Bud's gravelly trademark delivery is sharp & fun to see in action.",138,0,,0,"No reference.  The review focuses solely on the user's personal experience and appreciation of the cartoon series. There are no mentions of other reviews, ratings, or the IMDb platform itself."
33,3810350,2018-10-19,leond-41526,Halloween (I) (2018),10.0,"Spoiler free!
This film is exactly what I wanted and with a solid continuation of the Classic story, this film hits it out the park.
Fantastic camera work, violence and strong sense of fear.
Such a great return to the franchise and plenty of nods to the previous movies as Easter Eggs.One thing though, I felt a few tears at the end of this epic ride and I am sure hardcore fans will agree with me on that!",78,0,,0,"No reference. The review describes the user's experience and feelings about the movie, and references previous movies in the franchise, but doesn't mention any reviews or ratings on IMDb or other review platforms."
34,4622790,2019-12-30,clyde-230-559514,The Chosen (2017– ),10.0,"This TV series is nothing short of miraculous. The acting, writing, direction, camera work and music are absolutely amazing!!! Fascinating interpretation that Mathew the tax collector seems to have social (pragmatic) communication disorder. This TV series is just as high quality as (if not better than) The Bible AD (aka AD The Bible Continues). I cannot wait for more from filmmaker Dallas Jenkins :)",64,0,,0,"No reference.  The review describes the quality of the series and compares it to another media (""The Bible AD""). There are no mentions of other reviews, ratings, or the IMDb platform itself."
