index,date,user,item,review_rating,review_text,review_length,has_references,Example,,
1721217,2015-05-26,ii3qnGqu4x7h3aDNNupw0g,bengal-tiger-indian-food-new-york,5.0,"Fantastic! This is precisely the kind of gem amongst a million hole-in-ones that Yelpers help uncover. Here's my experience with this place. - Excellent, excellent food. It was absolutely delicious, and slightly ""innovative"" dishes--minced lamb spring rolls--are memorable and delicious. - Service is very good; occasionally they are a bit overwhelmed due to the small-scale nature of their operations. However, they are consistently kind and service-oriented. - Pricing is great. In summary, you should stop reading this review and go over and enjoy some delicious Indian food in midtown right now!",91,1,0,Yelp uncover,
3046169,2018-05-24,d0r7H2S13rnvn7r3rrMTRA,cho-dang-gol-korean-restaurant-new-york,3.0,"A small cozy restaurant with really relaxing atmosphere. Asked for less spicy bulgogi. The waiter perhaps forgot to inform the cook or the cook ignored it; it arrived soaked in chili paste, so it ruined the whole experience.",38,0,0,,
384301,2011-03-19,xG-wQaI6FpmTT6ljhfb0aw,poco-new-york-3,3.0,"Went here a few weeks ago for my friend's birthday brunch (Hi Rosa!) First, I didn't expect the place to be so small. It's tight quarters. Next, it's extremely loud! I felt like I was SCREAMING to have a conversation with my friends; I wanted ask everyone in the restaurant to lower their voices just a little but didn't want to get jumped LOL The staff is amazing the bartenders were very nice and friendly and the waitress we had downstairs was on top of her game!  I had the lobster Mac and Cheese. It came in a little medium sized bowl and had a lot of lobster in a cheesey sauce.  To wash it down, I had sangria - the white is better than the red.   Good food and drinks with great music - I am definitely coming back. I don't suggest this place if you want a quiet brunch or if you're trying to get to know someone better.",161,0,0,,
1171544,2014-03-01,CkLdzkK3D2oztnUiXM5OXw,the-islands-brooklyn-2,5.0,The most delicious food I have ever had extraordinary very small and intimate...you can take your own bottle of any choice of wine. I'm really in love with here,29,0,0,,
2345680,2016-07-02,C6NgPhUJ_1m1t2B6ymTA8A,bills-bar-and-burger-new-york,4.0,"I've always gotten random flyers from this place but never had the chance to go until last night since I was going out for my cousin's birthday at Troy bar next door. I'll say it's def a good meal to have before drinking. I had the barbecue grilled chicken sandwich with cheese fries- both delicious! I just thought the bread to chicken ratio was alil off, but still good. Service was great. Our waiter was friendly and on top of his stuff. He reviewed our order before placing it, which is always good. I asked him about this free cookies and cream shake shot on Yelp and he delivered and then some! Our table got a free round of those yummy shots, which then made me regret not ordering a shake to begin with. Most definitely going back when I have the chance.",143,0,0,,
3110171,2018-07-22,fMcbVWnvjRr9UnTY90YsrA,good-enough-to-eat-new-york,3.0,"Perfectly reasonable place for breakfast. Some good stuff with caveats. <br><br>At 10:30am on Sunday there was a 10min wait. Not bad but I wouldn&#39;t wait more than 15min for this place. <br><br>We shared:<br>Three Eggs (scrambled) - fluffy, buttery, and perfect! Needed salt. And slightly drowning in butter but I liked it. The biscuits were terrible(!). <br><br>Seasonal Pancakes (blueberry) - fantastic! Perfectly soft yet chewy. 3 large pancakes are more than enough. <br><br>MVP: The strawberry butter! As good as all the reviews say! <br><br>L(east)VP: The service. I needed to ask to for water twice! Not ok.",95,0,0,,
1446261,2014-10-28,54UoGzkEB67TQq326ErvnQ,the-halal-guys-new-york-2,5.0,"$6 dolla make me holla! go for the combo and use the white sauce liberally. so, so good!",18,0,0,,
1681886,2015-04-27,3vQBVjmEAzR3Ce7tubqkPg,jonnys-panini-new-york-2,5.0,"Johnny is a friendly guy and he's just all around a cool guy from the 15 minutes we were in there. The coffee was great and i love the paninis. Honestly, the service he gives is enough to make my experience there enjoyable.",43,0,0,,
801357,2013-01-01,CpxblJiVTxrJqUsItb2Nsg,hummus-place-new-york-5,5.0,"Beautiful ambiance, friendly staff, food packed with flavor and nutrition - WOW. We bought 2 Groupon deals, and glad we did! Highly recommend the hummus fava, falafel (best and non-oily ones I have ever had) with a side of labane cheese (almost like sour cream on the side, SOOOO delicious, this really made the meal!) The coffee was surprisingly good too. This is seriously the cheapest and truly satisfying meal I have had in months.",75,0,0,,
3380411,2019-05-10,0i97xyBBaXIH_m39RbG6mQ,cleopatras-needle-new-york,1.0,"The Jazz was great, but our service and drinks were atrocious.  I ordered an old fashioned and it basically came in a shot glass and it had a lime in it instead of an orange. The bartender was so rude and brought our check out to us before our food even came.",52,0,0,,
148765,2009-07-31,BAAKaScq9e96wT3UJmtUzw,bar-boulud-new-york-2,3.0,"Pretry good but boring... the space is Scandinavian looking (to me at least), service is good but dull. Nice selection of pates; although I pretty much quit fois gras i was tempted by the ""torta"" a pate made up of duck and fois gras.  It had several layers too it and was served with lettuce and bread.  To my surprise it wasn't too fatty tasting and I ate the whole thing.  It's meant as an apetizer but it's a large portion! If I com eback I'd like to try the pate with elk and pheasant. Seabass was good but didn't enjoy the ridiculously bitter kale it was served with... drinking the summer sparkler(?) was significantly more fun than the fish... Mangue Sanguine for dessert- champagne, saffron, and flower honey mousse- heavenly.  The other coups de glaces looked inspiring too. The food is decent but it's forgettable and a boring type of place, no fun or happy vibes here... the strength I think is in the ice cream-y desserts.",168,0,0,,
371841,2011-02-24,JsOmY_afZyLbjzOauAfl_Q,le-relais-de-venise-l-entrecôte-new-york-2,3.0,"Look, the long and short of it is, they have only one entree on their menu. Steak frites with a butter and herb sauce.  Consequently they do steak frites really well.  For the princely sum of $48 each, our party enjoyed a three course meal with all major food groups - red meat, fries, butter, wine and chocolate. But there is no real atmosphere to speak of.  Its the sort of place you bring those types of people who don't eat any ""exotic foods"" (like fish or asparagus). Our table (all girls) did wonder whether the steak portion might have left a man-sized appetite wanting more? *On a side note, why do Americans insist on called a pile of iceberg lettuce drenched in dressing ""salad"".  Surely salad should include more than one type of vegetable?  A tomato maybe?  A stray cucumber?  Possibly a  smidgeon of scallions?  I don't know, maybe I'm just being picky?",154,0,0,,
2893361,2017-12-30,k9ek_TB50dv3nWSFOvyzmQ,johns-of-times-square-new-york-2,5.0,First place we visited today when we arrived in NYC.  A local friend recommended we have pizza here. We were seated upstairs which had a beautiful view of the stained glass and murals. We started out with fried mozzarella. Yummy. Then we ordered a couple different pizzas. Delicious! Highly recommend making your way over here.,55,0,0,,
3129046,2018-08-08,iKL2DGFGFy6ohSSO_BMShg,js-wong-brooklyn,1.0,"Alright, so I&#39;m normally a big fan of J&#39;s Wong ( I order from there quite regularly). You simply can&#39;t beat their super fast delivery, and the fact that the delivery guy doesn&#39;t throw a fit once he realize there&#39;s no elevator. However, this was absurd. I ordered a large Won Tong soup. Simple right. Nope. Because what they gave me was a concoction of Egg Drop soup with dumplings floating in it. Don&#39;t believe me well check it out for yourself.",82,0,0,,
1281280,2014-06-13,I2bn8Zn6yr83omxoC6_Abg,stickys-finger-joint-new-york,4.0,"I was more intrigued than hungry when I came by this place. I ordered one finger, which made me feel like Chris Rock ordering one rib in I'm Gonna Git You Sucka. I got the Buffalo style one, and I was pleasantly surprised. The spicy sauce is well constructed, with some sweetness that cuts through the heat. The chicken was meaty, not overcooked and clearly made to order. For what it is, this is a good little joint.",78,0,0,,
1075340,2013-11-20,NqDa-o7KndDYPxrU7B5Yvg,rudys-ristorante-and-pizzeria-closter,2.0,"Unfortunately its considered one of the best Pizzeria's in town, so not much competition. The pizza is good, but the service is horrible. If you are not one of the recognizable regulars, it seems you are a bother to them and should be happy they are serving you a all. I put up with it for awhile, but after they tried to sell me an old, small, left out slice of pizza, paired with a regular one , I just did not want to go back.",86,0,0,,
1454663,2014-11-05,6jAaPqGpjx_8u9kVD2g6Rg,room-service-new-york-6,2.0,"Ok somebody has to say it. Those who gave this Thai restaurant anything more than 2 stars apparently has never been to Thailand nor tried authentic Thai food (or were just piss drunk when they ate the food). I am of the opinion that if you never traveled to a foreign country and tasted their food, you really shouldn't share your views on Yelp. You guys are just skewing the ratings system. Really, the food here is at best mediocre. Service, well, they managed to screw up my order every time I go. So at least they are consistent. I know, there are so many garbage Asian ""restaurants"" in Manhattan it is hard for those who has never been to Asia to tell the good ones from the bad. So I am going to help you guys out a bit since so many of you can't tell the difference between good and bad Asian food. Often, these restaurants' food has the same quality as McDonald's, but these ""restaurants"" have better furniture and are much more overpriced. I don't know why but you Manhattanites somehow love that combination (ie crappy food, nice decor, and an overpriced menu). As a general rule, you can tell an Asian restaurant has terrible food and is just trying to sell you an image (and not the quality of their food) when you see one or more of the below: 1) Hip, trendy music playing at the restaurant. 2) No (or very few) Asian patrons. Maybe one of two who are just mostly hanging out with their unfortunate non-Asian friends who are about to get ripped off with overpriced and mediocre food, but no groups of Asians (and come on, guys. This is a dead give away. If you haven't figure this one out already then god help you. As a general rule we Asians have a better idea where good Asian food is so you might want to follow us on this one instead of Tom and Dick from Ohio). 3) Food served on over-sized square plates. 4) Over-the-top Buddhism/Hinduism decor. 5) Strong smell of garlic (chef can't cook so he drenched everything in garlic, oil, and MSG and just fried it). For better and authentic Thai food try Jaiya (was there many yrs ago not sure how good they are now) or that little Thai restaurant in Woodside, Queens (right off the 7 train line). Totally forgot the name. Think it starts with an ""S"". Or befriend someone from Thailand and ask them where they go to get good Thai food. And stop messing up Yelp's rating system.",434,1,0,gave more than 2 stars,ja
1105383,2013-12-26,m6zxxLcgNPsY7vOOEZRjow,vitae-new-york,3.0,"Decided to go here due  to great reviews but was not impressed. I was looking for a romantic atmosphere to celebrate an anniversary. The decor was pleasant  and was quite enough for conversations. Pros are the house roll & pulled pork taco. Cons, slow service, pasta was cold/hard or under cooked, beef tenderloin was ok but expensive. We ended up just wanting to leave. Tip: If you're catching a show in the area and decide to go here, tell the waiter immediately so they will time your dinner accordingly.",89,1,0,,
2099716,2016-01-31,WtJZWM_cnrpeyjxwP5DBwg,resorts-world-casino-new-york-city-jamaica-2,3.0,"I go often.....I win some and lose some.....I don't have a problem with that....what bothers me is how the place got rid of so much of it's help....,the coatroom is now a ""crystal junk shop"".... so you have to drag your coat around with you.....the restrooms used to be spotless....not anymore.,.. The cashiers cages on just one floor is not enough...,and finally the "" help""...(when there's a problem with a machine.....Good luck trying to find someone to assist you)........why are the services so inadequate... What are you doing with all of the money you are taking in. !!!!",98,0,0,,
1195229,2014-03-23,FueAZy1cPHMU46oXeDamSw,church-and-dey-new-york,4.0,Service was great! Went for an early bday celebration and everything was perfect!    Reservation was for 8:30 and it was pretty empty in there which I didn't mind.  Although the menu seemed limited it's Delish and worth a visit,39,0,0,,
1633220,2015-03-23,r93tfkdg_72I9CgZOb0oCQ,mikado-new-york-2,1.0,"Avoid. Friends and myself ate here last week, and for the next 48 hours all three of us couldn't leave our apartments if you get my drift.  Dirty plates, warm sushi, mold smelling main room. This place used to be great, but now it's really bad.",46,0,0,,
1381503,2014-09-02,NbKm_pU3qcI-imHfSYVB6Q,rintintin-new-york,4.0,"This Summer, my friend and I stumbled into Rintintin after watching ""Lucy"" because I love NOLITA & hungry. Such a cute place! I highly recommend appetizers CEVICHE & MUSSELS. Bold, delicious flavors exploding in my mouth. The service was pretty good, too.Totally going back! So pleased.",46,0,0,,
625392,2012-04-13,VkQRG7z65qEAZwN-NIrXuQ,bleecker-street-pizza-new-york,5.0,deeeeeelisious!,1,0,0,,
2949397,2018-02-22,nu6b6GpbSMXeQeE-u4sf0A,galata-mediterranean-cuisine-new-york,4.0,"We were looking for something new, for us that is, near my brother in law&#39;s apartment on East 36. After a search on Yelp exploring the options in the area we decided to try the Mediterranean cooking at Galata two blocks away. The restaurant had a warm feel about it. Like being in Turkey. They brought us some very tasty Mediterranean bread. It had a  chewy crust and a soft inside, perfect for sopping up the hummus and eggplant appetizers that we had ordered. We also ordered Cigar Rolls / Sigara Boregi. Cigar-shaped pastry stuffed with cheese and parsley that also had a delicious dipping sauce.<br>I didn&#39;t want a heavy meat meal so I opted for two appetizers as my meal. I ordered the Grilled Calamari / Kalamar Izgara. Tender pieces of char-grilled calamari, seasoned with garlic, tarragon and parsley, served with a house salad the tarragon dressing for the calamari was very good as was the salad. I also ordered a falafel appetizer, 5 perfectly cooked falafel balls with some hummus to dip them in. These were the second best falafel balls I&#39;ve ever had. Fried to a crispy golden brown with a moist and delicious inside. I also ordered their Mediterranean beer. My wife ordered the Lamb Shish. Pieces of lamb, marinated in sauce and grilled it was served with rice and house salad. I tried the lamb it was flavorful and tender. My sister in law had the Adana Kebab, chopped lamb with red bell peppers, seasoned and grilled on skewer, served with rice and a house salad. She said it was very good and took some leftovers home. My brother in law had the Iskender Kebab. Doner kebab served over fried pide bread topped with a fresh tomato sauce, yogurt on the side. He liked it, said it had a kick to the sauce. All said and done we enjoyed our first meal at Galata and look forward to going back to try some more of their Mediterranean cooking.",333,0,0,,
57161,2008-05-08,77orrALxKhy6zamnstuMVQ,mr-chow-new-york-2,4.0,"The food is great, the decor is stylish and funky.  Yes, I like plastic furniture sometimes.  The only thing that could change is the service.  It's TOO good.  As soon as we sat down we were surrounded by five waiters!",40,0,0,,
1144796,2014-02-03,rIeNd-MO7jocUuDqjGspPw,shake-shack-new-york-2,3.0,"Oh, Shake Shack.  Not worth it if there is a line, worth it if there isn't.  Which is usually at a time when you're not hungry, but if the stars align--the weather's nice, it's 3 pm and you haven't had lunch, then go for it.",45,0,0,,
1124906,2014-01-13,8mZJeTgS1B_uR4AgUTKPyw,thai-jasmine-resturant-new-york,5.0,"This place is simply wonderful. After stumbling by unauthentic Asian cuisines by and by in Little Italy and Chinatown, it's nice to walk into a decent looking Thai restaurant with just as decent food. The staff was incredibly friendly and the food tasted great. Packed a lot of punch and flavour and made with very fresh ingredients. The pictures speak for themselves. Did I mention it's really clean and well decorated?",71,0,0,,
1204765,2014-04-01,zOUpBXQFF2jAhxMegrFt0A,hobrah-a-taco-joint-brooklyn,4.0,"Super friendly and prompt service.  Great Mexican food (a rare find!) and delicious drinks.  My margarita was super strong and I heard someone return their drink to the bar because it was too strong. These are the best complaints to have as there is nothing more tragic than a tart, sugary margie with barely any booze.  God bless this place.",60,0,0,,
2673247,2017-06-08,1NSxQeH7aRtkZWlVIEVxzQ,goo-gong-tan-flushing,1.0,"Don&#39;t go if you are not korean, you&#39;ll get bad services and food. We went pretty early, theres only three tables. All the tables got soup and small dish of salted crab, and we never got one. We&#39;ve ordered clam combo, pork jowel, and budue pot. The clams are not fresh, and when the clams opened, the waiter came and told us to help ourselves, which they usually opened them up for customers. The pork was all fat, never saw a dish like this, like 9/10 are fat, uneatable, the pot is soso. Will never be back.",97,0,0,,
1364493,2014-08-19,ep2_QGE2WaKDOYwCk05kJQ,ktchn-new-york-2,3.0,The decor was nice and the food wasn't too bad. It was my first time there during valentines day for the prefix menu. Overall had a decent meal but could of been better. I guess I'd have to try them one more time.,43,0,0,,
2755816,2017-08-16,6gcu2voChAJ1gZijtnuNVg,villaggio-ristorante-whitestone,1.0,"Bread was delicious....service was mediocre, seemed they would rather converse among themselves than serve the customers... portions were extremely skimpy especially for the price.<br>Not impressed and probably will not return...<br>Had great hopes for this place <br>It seems it really has changed - menu wise, what accompanies their entrees, and NO PIZZA .... What a waste of a brick oven .. As I said the bread was good.",67,0,0,,
2940886,2018-02-14,HJ0D1tYV-toJTaxqY5ykfA,pronto-pizza-staten-island-5,1.0,"Food was NOT good. We odered pasta with mushroom sauce, buffalo chicken salad and zeppoles. Disgusting...all of it. The &#34;mushroom sauce&#34; was red sauce with a few mushrooms and was beyond bland. The salad was simple and tasteless. The absolute worst were the zeppoles. They were pizza, not pastry dough, sprinkled with some powdered sugar. So thoroughly unsatisfied and still hungry because we didn&#39;t eat the food. Sorry, Pronto. Never ordering your food again. I wasted both time and money here. Buyer beware...you&#39;re better off at Domino&#39;s.",87,0,0,,
2894155,2017-12-31,qGEL1Rhvu7MM1Y0EZVfm6g,joe-and-pats-staten-island,4.0,A classic example of NYC street pizza. Large slices cooked in a revolving steel natural gas oven. The crust is thin and crispy with low moisture mozzarella cubes on top. I personally prefer other types of pizza more but that doesn&#39;t mean I don&#39;t value this slice or family owned restaurant. You should go to to this place and order a pie.,62,0,0,,
1816115,2015-07-27,LJzMLeYwMmHjuV_i1BikDw,lam-zhou-handmade-noodle-new-york-2,4.0,"Dumplings were delicious. I had #3 beef tripe noodles. Noodles were pretty good, the broth was okay, the meat and tripe were forgettable. Overall worth the trip. Good cheap eats spot.",31,0,0,,
2875397,2017-12-12,1HZTqTS9geovU94s-2VyvQ,dutch-freds-new-york-2,5.0,A hidden gem close to Times Square but away from all the touristy chaos. Drinks are fantastic and the bartenders are even better! Sit at the bar if you get a chance!,32,0,0,,
2028695,2015-12-19,lB2Ni8rBYXJDBHyDr8sYpw,buffalo-wild-wings-forest-hills,2.0,"I understand Saturday is a busy day of the week, but the customer service over the phone and pick up station was HORRIBLE!   The few times I have dined at B-Dubs the service was okay.",35,0,0,,
2560555,2017-03-01,u008nK0UTbEjKn9Zn_LbmQ,7-tacos-mexican-cuisine-new-york,5.0,"My absolute favourite bar in uptown Manhattan! Amazing vibe, you are always made welcome! The food is sooo good and the cocktails are great value, the best price I&#39;ve seen in NYC! Honestly cannot recommend this place enough!! Go there! Xx",41,0,0,,
2530999,2017-02-03,hGrTEBw0PI1cMSEMMxwi4A,craftbar-new-york,5.0,"Stopped in for lunch yesterday and had a wonderful experience! The food and service was just what I needed after a tough day. Drew was my server - he was lovely! Kind, attentive and knowledgable about the menu and bar offerings. I took all of his suggestions: Beet salad, Lamb rags and carrot cake - scrumptious! Will definitely be back.",60,0,0,,
2296441,2016-06-01,LODEGZknMUgdBQg27U5N8g,ajisen-ramen-new-york-2,4.0,"Delicious! The ramen broth is very nice and not oily like some places. Get the pork buns, gyoza, fried rice, and the ajisen ramen or the spicy ajisen ramen. They deliver too and the lunch crowd can cause a slight line so be prepared.",44,0,0,,
1994387,2015-11-23,ukUbV8zPU-FMRmd4wuAoLw,aegea-little-neck-2,5.0,"Please disregard all of the negative reviews. Aegea on Northern Boulevard has the best Greek and Italian food in Douglaston. The staff is top-notch and willing to cater to everyone's specific needs. Although they are always very busy,( a sign of delicious food!), they are very attentive and will make sure your order is perfect. 5 out of 5.",59,1,0,,
3053738,2018-05-31,lfs_un9hvpH6EJBljrvG1A,sushi-yasuda-new-york,5.0,"Solid 5 stars for sushi. Fresh seafood, perfect sushi rice, fantastic services, beautiful flatware...this is the place for good and quality sushi.",22,0,0,,
